base_date,airport,airport_-1day,airport_-2day,총관광객,내국인,tourist_-1day,tourist_-2day,base_day,fri,mon,sat,sun,thu,tue,wed,평균기온,강수 계속시간(hr),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),weekend,holiday,holiandweekend,std_airport,month,01,02,03,04,05,06,07,08,09,10,11,12,관광지하차관광객(y)
20191128,5760,5789,5514,44149,39484,38924,38261,thu,0,0,0,0,1,0,0,10.8,0.0,0.0,7.0,3.9,0,0,0,0.9082295729199138,11,0,0,0,0,0,0,0,0,0,0,1,0,5521
20191129,5058,5760,5789,42511,37363,44149,38924,fri,1,0,0,0,0,0,0,9.7,0.0,0.0,5.1,2.8,0,0,0,0.32696946512288755,11,0,0,0,0,0,0,0,0,0,0,1,0,5660
20191130,4558,5058,5760,41475,36584,42511,44149,sat,0,0,1,0,0,0,0,12.5,2.25,0.1,4.0,2.1,1,0,1,-0.08703346065847013,11,0,0,0,0,0,0,0,0,0,0,1,0,4956
20191201,5927,4558,5058,37869,33945,41475,42511,sun,0,0,0,1,0,0,0,12.5,16.97,18.9,9.6,2.7,1,0,1,1.0465065501308872,12,0,0,0,0,0,0,0,0,0,0,0,1,3461
20191202,5448,5927,4558,36057,31943,37869,41475,mon,0,1,0,0,0,0,0,9.9,3.8,0.0,10.4,6.1,0,0,0,0.6498917472323466,12,0,0,0,0,0,0,0,0,0,0,0,1,4312
20191203,5246,5448,5927,33698,29168,36057,37869,tue,0,0,0,0,0,1,0,9.5,0.33,0.0,6.8,4.0,0,0,0,0.4826345652166781,12,0,0,0,0,0,0,0,0,0,0,0,1,4772
20191204,5121,5246,5448,34580,30992,33698,36057,wed,0,0,0,0,0,0,1,11.3,0.0,0.0,5.7,3.6,0,0,0,0.37913383377133864,12,0,0,0,0,0,0,0,0,0,0,0,1,4926
20191205,5490,5121,5246,41197,36917,34580,33698,thu,0,0,0,0,1,0,0,8.7,0.0,0.0,7.4,4.4,0,0,0,0.6846679929979806,12,0,0,0,0,0,0,0,0,0,0,0,1,4969
20191206,4749,5490,5121,41566,36817,41197,34580,fri,1,0,0,0,0,0,0,4.2,0.0,0.0,6.7,4.2,0,0,0,0.0711156569900085,12,0,0,0,0,0,0,0,0,0,0,0,1,4927
20191207,4421,4749,5490,40670,35965,41566,41197,sat,0,0,1,0,0,0,0,7.5,0.0,0.0,5.8,3.8,1,0,1,-0.20047026232256213,12,0,0,0,0,0,0,0,0,0,0,0,1,4228
20191208,6408,4421,4749,40408,36100,40670,41566,sun,0,0,0,1,0,0,0,8.7,0.0,0.0,6.1,2.9,1,0,1,1.4447773647325532,12,0,0,0,0,0,0,0,0,0,0,0,1,3982
20191209,6110,6408,4421,40325,35557,40408,40670,mon,0,1,0,0,0,0,0,10.7,0.0,0.0,4.8,2.4,0,0,0,1.1980316209668642,12,0,0,0,0,0,0,0,0,0,0,0,1,4901
20191210,5793,6110,6408,37236,32458,40325,40408,tue,0,0,0,0,0,1,0,13.3,0.0,0.0,5.5,2.7,0,0,0,0.9355537660214833,12,0,0,0,0,0,0,0,0,0,0,0,1,5227
20191211,6120,5793,6110,37923,33751,37236,40325,wed,0,0,0,0,0,0,1,12.9,0.0,0.0,8.2,4.1,0,0,0,1.2063116794824913,12,0,0,0,0,0,0,0,0,0,0,0,1,5540
20191212,5688,6120,5793,44999,40607,37923,37236,thu,0,0,0,0,1,0,0,8.3,0.0,0.0,6.8,3.7,0,0,0,0.8486131516073983,12,0,0,0,0,0,0,0,0,0,0,0,1,5611
20191213,4825,5688,6120,43434,38407,44999,37923,fri,1,0,0,0,0,0,0,8.6,0.0,0.0,3.2,1.7,0,0,0,0.13404410170877487,12,0,0,0,0,0,0,0,0,0,0,0,1,5696
20191214,4668,4825,5688,43139,37854,43434,44999,sat,0,0,1,0,0,0,0,10.0,0.0,0.0,6.8,2.6,1,0,1,0.004047183013428566,12,0,0,0,0,0,0,0,0,0,0,0,1,4694
20191215,6501,4668,4825,42021,37581,43139,43434,sun,0,0,0,1,0,0,0,12.5,0.0,0.0,5.4,2.4,1,0,1,1.521781908927886,12,0,0,0,0,0,0,0,0,0,0,0,1,4444
20191216,6658,6501,4668,42582,37505,42021,43139,mon,0,1,0,0,0,0,0,14.9,3.08,0.1,5.0,2.6,0,0,0,1.6517788276232321,12,0,0,0,0,0,0,0,0,0,0,0,1,5337
20191217,6320,6658,6501,40247,34708,42582,42021,tue,0,0,0,0,0,1,0,14.1,9.93,7.3,6.1,3.3,0,0,0,1.3719128497950344,12,0,0,0,0,0,0,0,0,0,0,0,1,5497
20191218,7006,6320,6658,40675,36667,40247,42582,wed,0,0,0,0,0,0,1,8.8,0.37,0.0,5.6,4.0,0,0,0,1.9399248639670572,12,0,0,0,0,0,0,0,0,0,0,0,1,6734
20191219,6305,7006,6320,44149,39057,40675,40247,thu,0,0,0,0,1,0,0,7.8,0.0,0.0,5.7,3.7,0,0,0,1.3594927620215937,12,0,0,0,0,0,0,0,0,0,0,0,1,6558
20191220,5272,6305,7006,42663,37638,44149,40675,fri,1,0,0,0,0,0,0,8.4,0.0,0.0,5.3,2.9,0,0,0,0.5041627173573087,12,0,0,0,0,0,0,0,0,0,0,0,1,6331
20191221,5049,5272,6305,44887,38985,42663,44149,sat,0,0,1,0,0,0,0,8.0,0.0,0.0,3.7,1.7,1,0,1,0.31951741245882315,12,0,0,0,0,0,0,0,0,0,0,0,1,5410
20191222,6635,5049,5272,44669,39383,44887,42663,sun,0,0,0,1,0,0,0,9.6,5.48,1.0,5.3,2.3,1,0,1,1.6327346930372897,12,0,0,0,0,0,0,0,0,0,0,0,1,4391
20191223,8138,6635,5049,43388,37724,44669,44887,mon,0,1,0,0,0,0,0,9.4,0.0,0.0,5.4,3.0,0,0,0,2.877227487936051,12,0,0,0,0,0,0,0,0,0,0,0,1,6436
20191224,7162,8138,6635,42101,36546,43388,44669,tue,0,0,0,0,0,1,0,9.2,0.0,0.0,4.6,2.3,0,0,0,2.0690937768108406,12,0,0,0,0,0,0,0,0,0,0,0,1,7221
20191225,5501,7162,8138,42991,39059,42101,43388,wed,0,0,0,0,0,0,1,11.4,1.47,0.1,5.3,2.2,0,1,1,0.6937760573651705,12,0,0,0,0,0,0,0,0,0,0,0,1,6539
20191226,6392,5501,7162,44509,39103,42991,42101,thu,0,0,0,0,1,0,0,9.9,16.05,9.4,10.4,4.2,0,0,0,1.4315292711075498,12,0,0,0,0,0,0,0,0,0,0,0,1,6356
20191227,5829,6392,5501,45236,39810,44509,42991,fri,1,0,0,0,0,0,0,6.7,1.92,0.0,9.5,5.0,0,0,0,0.9653619766777412,12,0,0,0,0,0,0,0,0,0,0,0,1,7118
20191228,4869,5829,6392,46068,40463,45236,44509,sat,0,0,1,0,0,0,0,7.7,0.0,0.0,4.0,2.0,1,0,1,0.17047635917753437,12,0,0,0,0,0,0,0,0,0,0,0,1,6088
20191229,6065,4869,5829,45412,40533,46068,45236,sun,0,0,0,1,0,0,0,11.8,16.83,11.4,5.9,2.9,1,0,1,1.160771357646542,12,0,0,0,0,0,0,0,0,0,0,0,1,4994
20191230,6769,6065,4869,43271,38712,45412,46068,mon,0,1,0,0,0,0,0,11.5,0.18,0.0,7.7,3.9,0,0,0,1.7436874771466935,12,0,0,0,0,0,0,0,0,0,0,0,1,6536
20191231,5550,6769,6065,42914,37042,43271,45412,tue,0,0,0,0,0,1,0,2.9,1.05,0.0,10.0,5.4,0,0,0,0.7343483440917435,12,0,0,0,0,0,0,0,0,0,0,0,1,6454
